no,username,handle,created_date,tweet_text,likes
2538,PunFact,@pun_fact,2024-02-24T05:40:43.000Z,Poor Khalistani farmers Andolan Poor and oppressed farmers now demand the release of Khalistani Terrorist Amritpal Singh and his associates from Dirbrugarh jail in Assam. Join the dots,329
2539,#NaMo Again,@BhaktSanatani_,2024-02-24T07:58:34.000Z,"96 HOURS & NO APOLOGY! Attacking a Sikh's turban is a direct assault on their faith & identity. BJP leader & LoP @SuvenduWB calling them 'KHALISTANI' is even worse. The Sikh community has sent a letter to the WB Governor demanding justice, while @BJP4India remains silent. PM",26
2540,All India Trinamool Congress,@AITCofficial,2024-02-24T12:18:53.000Z,"Any speech for Spanish authorities, who are brutally treating Spanish farmers, protesting in Spain. You are elected by british people but you keep poking your nose in Indian internal issues. Is it you or a Khalistani agenda speaking @TanDhesi",304
2541,Dr R.Tripathi,@Vairagi2288,2024-02-21T18:41:32.000Z,"Breaking news! It's sad dat Khalistani #fakefarmers attacked Haryana Police with lethal arms like swords,in which 12 policemen got badly injured. They burnt Parali to suffocate d police n pelted stones. Give them d taste of their own medicine. Sikh or ï¿",43
2542,The Quint,@TheQuint,2024-02-23T17:37:02.000Z,Why should you care about the Arctic? Because what happens in the Arctic doesn,1K
2543,Farmer Singh,@Farmer__Singh,2024-02-24T14:09:40.000Z,Glad Sikh religion still have Real Sikhs who are able to see who is tarnishing Sikh religion name globally and fearlessly exposing them. Level of Khalistani Sikh criminal activities.,1
2544,Arihant,@haryannvi,2024-02-23T13:47:54.000Z,This Makkar doesnt leave any opportunity to push Khalistani propaganda. Its because of him and scores of anon accounts (eithe,212
2545,Janmajit,@IamUrMaven,2024-02-29T09:30:56.000Z,"Few days earlier a BJP person from Bengal called Sikh IPS officer a ""Khalistani"" Now another BJP person from UP passed a personal comment on a Sikh IAS officer who is known to be most honest officer by his zone's people. #Sikhs #FarmersProtest2024 #TrainAccident #gujratdrugs",747
2546,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý /ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý/ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,@gL0cK__45,2024-02-25T09:30:49.000Z,Who are they?? Farmers or Khalistani??,
2547,DIPANKAR KUMAR DAS (TITU),@titu_dipankar,2024-02-24T07:58:34.000Z,"96 HOURS & NO APOLOGY! Attacking a Sikh's turban is a direct assault on their faith & identity. BJP leader & LoP @SuvenduWB calling them 'KHALISTANI' is even worse. The Sikh community has sent a letter to the WB Governor demanding justice, while @BJP4India remains silent. PM",26
2548,Farmers_Protest 2.0,@FarmersProtest_,2024-02-21T19:53:32.000Z,"These are real Sikhs exposing fake farmers , no media is showing them ""ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý"" Punjab #VikrantMassey #Sandeshkhali #BreakingNews #FarmerProtestInDelhi Khalistani Sikh",13
2549,Indian Troll Lover,@trollove1,2024-02-26T09:50:35.000Z,"In a resolute act of defiance, our Sikh brothers and sisters rallied outside @BJP4Bengal 's office, vehemently condemning the #Khalistani slur by @SuvenduWB against an IPS officer. This brazen attack on their identity and sacred turban cannot go unanswered. We demand JUSTICE!",295
2550,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,@turja_tu,2024-03-01T10:30:12.000Z,Nice time for bogus #Khalistani accounts to infiltrate their agenda of 'Panjab vs India',13
2551,Dr. Shashi Panja,@DrShashiPanja,2024-02-24T06:55:11.000Z,"96 hours have passed, yet @SuvenduWB 's disgraceful #Khalistani slur remains unaddressed! Even an FIR has been lodged at the Bhowanipore Police Station. PM @narendramodi , Where is the APOLOGY? Where is the ACCOUNTABILITY? Where is the SHAME?",125
2552,Upjeet,@Upjeet7,2024-02-23T13:47:54.000Z,This Makkar doesnt leave any opportunity to push Khalistani propaganda. Its because of him and scores of anon accounts (eithe,212
2553,Izlamic Terrorist,@raviagrawal3,2024-02-27T10:24:08.000Z,I hope parents of #SidhuMooseWala finds peace. It is not easy for parents to lose their only son. I hope they will keep the newborn away from politics & Khalistani ideology.,478
2554,Woke Sangat,@wokesangat,2024-02-21T19:53:32.000Z,"These are real Sikhs exposing fake farmers , no media is showing them ""ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý"" Punjab #VikrantMassey #Sandeshkhali #BreakingNews #FarmerProtestInDelhi Khalistani Sikh",13
2555,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,@turja_tu,2024-02-29T02:53:24.000Z,High resolution cameras have come in handy for Haryana Police. They have identified the protesters (read Khalistani) and have decided to cancel the visa and passport with the help of Passport office and MHA. What a great way to teach this fake annadatas a lesson. Sataaak,138
2556,Incognito,@Incognito_qfs,2024-02-27T10:24:08.000Z,I hope parents of #SidhuMooseWala finds peace. It is not easy for parents to lose their only son. I hope they will keep the newborn away from politics & Khalistani ideology.,478
2557,Offers & Deals By India Desire,@IndiaDesire,2024-02-21T17:23:49.000Z,"Haan @vijaygajera kaise ho? Here is a longer version of the video. One by @News18Bengali and another by @abpanandatv . Listen to both the videos, Immediately after he allegedly said 'Khalistani', You can hear the IPS officer reply ""Please mind your language"".",1K
2558,Navdeep Singh,@Navdeep_UK,2024-02-23T13:47:54.000Z,This Makkar doesnt leave any opportunity to push Khalistani propaganda. Its because of him and scores of anon accounts (eithe,212
2559,Nationalist_Soul,@HellRiderD1,2024-02-29T04:56:39.000Z,"Another incident surfaces where a Khalistani Sikh expresses a desire for Modi's elimination, reminiscent of what happened to our beloved Prime Minister, Indira Gandhi Ji. However, this time, a guy from Haryana calls out his Khalistan bluff directly to his face. Ouch, looks like",1K
2560,rituparna bharat sarma,@rituparnasarm10,2024-02-26T06:39:41.000Z,"At Present Gunda #RakeshTikait have lac Crore Benami Properties Spreading across 7 Cities in India, They r first Khalistani Activist n after that they r AAP, Congress n SP Workers,Their main work to separate Punjab fm India n to assassinate #NarendraModi like ex PM #IndiraGandhi",6
2561,Boiled Anda,@AmitLeliSlayer,2024-02-21T17:57:58.000Z,"Hello @amitmalviya , Relying on a purported video of @News18Bengali ? Here is a longer version of the video. One by @News18Bengali and another by @abpanandatv . Listen to both the videos, Immediately after he allegedly said 'Khalistani', You can hear the IPS officer reply ""Please",3.7K
2562,ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý,@KyaaBaatHai,2024-02-22T11:21:24.000Z,"Today, a delegation of the Sikh community delegation met with the Governor, presenting an official deputation. They expressed deep dismay at @SuvenduWB 's offensive 'Khalistani' slur, seeking redressal and demanding respect for their identity. Discriminatory language has no",219
2563,Khaan Vaiphei,@KhaanVp,2024-02-26T06:39:41.000Z,"At Present Gunda #RakeshTikait have lac Crore Benami Properties Spreading across 7 Cities in India, They r first Khalistani Activist n after that they r AAP, Congress n SP Workers,Their main work to separate Punjab fm India n to assassinate #NarendraModi like ex PM #IndiraGandhi",6
2564,BhikuMhatre,@MumbaichaDon,2024-02-21T17:23:49.000Z,"Haan @vijaygajera kaise ho? Here is a longer version of the video. One by @News18Bengali and another by @abpanandatv . Listen to both the videos, Immediately after he allegedly said 'Khalistani', You can hear the IPS officer reply ""Please mind your language"".",1K
2565,sunny,@sunnydhakr46231,2024-02-23T13:46:48.000Z,"@ukhomeoffice @metpoliceuk What religion is he that he's allowed to carry a sword. At this time when #khalistani terrorism is high, allowing such people to walk on street with weapon will have serious implications.",17
2566,Farmer Singh,@Farmer__Singh,2024-02-23T02:49:12.000Z,These are Khalistani farmers too:,
2567,Tanveer Malik || ï,@tinderwale,2024-02-25T09:30:49.000Z,Who are they?? Farmers or Khalistani??,
2568,TimelessTigress,@SweetBandit108,2024-02-23T23:35:02.000Z,"Her berserk reaction and blatant misinformation proves that she is one of those ' Agents' Indians should be careful about. The ones supporting her follow and are followed by the known, blacklisted enemies of including 'ShockingSwine' & Khalistani handles in @SortedEagle",1
2569,Janmajit,@IamUrMaven,2024-02-25T14:03:16.000Z,Symptoms of their Ecosystem: They want Bharat should send food to Gaza. They support Khalistani agenda and support the farmers protest. They want proof of rapes happened in #Sandeshkhali. They call Modi a fascist and non-democratic but consider Mamata Banerjee an ardent,85
2570,Arunudoy,@ArunudoyB,2024-02-23T08:27:41.000Z,https://twitter.com/porusofpanjab/status/1760612337286103321?t=a7SL7xEKsN8C1RDeWyyhCw&s=19,
2571,ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý,@KyaaBaatHai,2024-02-23T13:47:54.000Z,This Makkar doesnt leave any opportunity to push Khalistani propaganda. Its because of him and scores of anon accounts (eithe,212
2572,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý Sanatani,@DesiSanatani,2024-02-21T18:41:32.000Z,"Breaking news! It's sad dat Khalistani #fakefarmers attacked Haryana Police with lethal arms like swords,in which 12 policemen got badly injured. They burnt Parali to suffocate d police n pelted stones. Give them d taste of their own medicine. Sikh or ï¿",43
2573,Rajie,@Rajthemaharaj,2024-02-23T11:09:57.000Z,"Could a Khalistani Sikh farmer achieve the lifestyle of Dan Bilzerian with a monthly pension of 10,000 rupees? Just asking . #FarmerProtest2024 #FarmersProtest2024 #Sikhs #KhalistanReferendum #Canada #CanadaBanegaKhalistan #canadaindia #CanadaSupportTerrorism",368
2574,Tathvam-asi,@ssaratht,2024-02-22T10:06:47.000Z,"Sikh community had submitted a memorandum to the governor of West Bengal to conduct a probe against the video. Further, Sikh community urges the governor to take action against the BJP leader for his remarks ""Khalistani"" uttered solely based on IPS religious identity.",62
2575,Dr R.Tripathi,@Vairagi2288,2024-02-24T07:58:34.000Z,"96 HOURS & NO APOLOGY! Attacking a Sikh's turban is a direct assault on their faith & identity. BJP leader & LoP @SuvenduWB calling them 'KHALISTANI' is even worse. The Sikh community has sent a letter to the WB Governor demanding justice, while @BJP4India remains silent. PM",26
2576,Trading Alpha,@Jai_Jinendera,2024-02-21T18:41:32.000Z,"Breaking news! It's sad dat Khalistani #fakefarmers attacked Haryana Police with lethal arms like swords,in which 12 policemen got badly injured. They burnt Parali to suffocate d police n pelted stones. Give them d taste of their own medicine. Sikh or ï¿",43
2577,Moloy Ghatak,@GhatakMoloy,2024-02-24T09:15:35.000Z,https://facebook.com/share/r/ZnZZyEhDkAYytoJS/?mibextid=saVFRo This is what these #Khalistani_Terrorists are,1
2578,All India Trinamool Congress,@AITCofficial,2024-02-22T11:21:24.000Z,"Today, a delegation of the Sikh community delegation met with the Governor, presenting an official deputation. They expressed deep dismay at @SuvenduWB 's offensive 'Khalistani' slur, seeking redressal and demanding respect for their identity. Discriminatory language has no",219
2579,Aabha 108,@Aabha108,2024-02-26T06:39:41.000Z,"At Present Gunda #RakeshTikait have lac Crore Benami Properties Spreading across 7 Cities in India, They r first Khalistani Activist n after that they r AAP, Congress n SP Workers,Their main work to separate Punjab fm India n to assassinate #NarendraModi like ex PM #IndiraGandhi",6
2580,Bar & Bench,@barandbench,2024-03-01T10:06:29.000Z,"NBDSA slaps 75k fine on Aaj Tak for use of 'tukde tukde gang', 'Kha",991
2581,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ( ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý ),@AdnanAliKhan555,2024-02-25T09:30:49.000Z,Who are they?? Farmers or Khalistani??,
2582,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,@Shunyaa00,2024-02-25T14:03:16.000Z,Symptoms of their Ecosystem: They want Bharat should send food to Gaza. They support Khalistani agenda and support the farmers protest. They want proof of rapes happened in #Sandeshkhali. They call Modi a fascist and non-democratic but consider Mamata Banerjee an ardent,85
2583,OpIndia.com,@OpIndia_com,2024-02-22T11:22:14.000Z,There is not a single real farmer in this protest. There are these three groups on the field disguised as farmers : 1. Left leaning farmer associations 2. Pro khalistani groups 3. Party members of Congress n AAP,56
2584,Indian Troll Lover,@trollove1,2024-02-29T04:56:39.000Z,"Another incident surfaces where a Khalistani Sikh expresses a desire for Modi's elimination, reminiscent of what happened to our beloved Prime Minister, Indira Gandhi Ji. However, this time, a guy from Haryana calls out his Khalistan bluff directly to his face. Ouch, looks like",1K
2585,Krishna,@Atheist_Krishna,2024-03-01T10:06:29.000Z,"NBDSA slaps 75k fine on Aaj Tak for use of 'tukde tukde gang', 'Kha",991
2586,InterServer,@interserver,2024-02-29T02:53:24.000Z,High resolution cameras have come in handy for Haryana Police. They have identified the protesters (read Khalistani) and have decided to cancel the visa and passport with the help of Passport office and MHA. What a great way to teach this fake annadatas a lesson. Sataaak,138
2587,Offers & Deals By India Desire,@IndiaDesire,2024-02-29T09:30:56.000Z,"Few days earlier a BJP person from Bengal called Sikh IPS officer a ""Khalistani"" Now another BJP person from UP passed a personal comment on a Sikh IAS officer who is known to be most honest officer by his zone's people. #Sikhs #FarmersProtest2024 #TrainAccident #gujratdrugs",747
2588,Janmajit,@IamUrMaven,2024-02-24T03:28:04.000Z,This guy is a khalistani supporter,4
2589,Saib Bilaval,@SaibBilaval,2024-02-25T09:30:49.000Z,Who are they?? Farmers or Khalistani??,
2590,Baba Banaras,@RealBababanaras,2024-02-22T04:11:01.000Z,"Not able to decide the monthly rate for going to #FarmerProtest border, 35 thousand or 40 thousand. Such videos should not come out otherwise these Khalistani movement leaders will be exposed.",4.3K
2591,Saffron,@Saffron08974013,2024-02-21T18:41:32.000Z,"Breaking news! It's sad dat Khalistani #fakefarmers attacked Haryana Police with lethal arms like swords,in which 12 policemen got badly injured. They burnt Parali to suffocate d police n pelted stones. Give them d taste of their own medicine. Sikh or ï¿",43
2592,Saurav Chowdhury,@Saurav_DC,2024-02-24T06:55:11.000Z,"96 hours have passed, yet @SuvenduWB 's disgraceful #Khalistani slur remains unaddressed! Even an FIR has been lodged at the Bhowanipore Police Station. PM @narendramodi , Where is the APOLOGY? Where is the ACCOUNTABILITY? Where is the SHAME?",125
2593,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,@BeraPrabhas,2024-02-23T08:27:41.000Z,https://twitter.com/porusofpanjab/status/1760612337286103321?t=a7SL7xEKsN8C1RDeWyyhCw&s=19,
2594,Minni Razdan,@mini_razdan10,2024-02-23T02:49:12.000Z,These are Khalistani farmers too:,
2595,Puneet Sahani,@puneet_sahani,2024-02-24T09:15:35.000Z,https://facebook.com/share/r/ZnZZyEhDkAYytoJS/?mibextid=saVFRo This is what these #Khalistani_Terrorists are,1
2596,PunFact,@pun_fact,2024-02-24T13:14:27.000Z,"Words like Ugrawadi, Khalistani, Terrorist, and Jihadi have become commonplace under @BJP4India . Hate speech has risen by 45% in just the last 2 years. We ask, PM @narendramodi , when will you cease to divide this nation behind the curtains of ï",395
2597,Curly Jeevi,@curlykrazy07,2024-02-22T11:21:24.000Z,"Today, a delegation of the Sikh community delegation met with the Governor, presenting an official deputation. They expressed deep dismay at @SuvenduWB 's offensive 'Khalistani' slur, seeking redressal and demanding respect for their identity. Discriminatory language has no",219
2598,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,@nohgakukyokai,2024-02-23T11:09:57.000Z,"Could a Khalistani Sikh farmer achieve the lifestyle of Dan Bilzerian with a monthly pension of 10,000 rupees? Just asking . #FarmerProtest2024 #FarmersProtest2024 #Sikhs #KhalistanReferendum #Canada #CanadaBanegaKhalistan #canadaindia #CanadaSupportTerrorism",368
2599,Baba Banaras,@RealBababanaras,2024-02-24T05:40:43.000Z,Poor Khalistani farmers Andolan Poor and oppressed farmers now demand the release of Khalistani Terrorist Amritpal Singh and his associates from Dirbrugarh jail in Assam. Join the dots,329
2600,Akashdeep Thind,@thind_akashdeep,2024-02-22T10:06:47.000Z,"Sikh community had submitted a memorandum to the governor of West Bengal to conduct a probe against the video. Further, Sikh community urges the governor to take action against the BJP leader for his remarks ""Khalistani"" uttered solely based on IPS religious identity.",62
2601,Janmajit,@IamUrMaven,2024-02-21T19:53:32.000Z,"These are real Sikhs exposing fake farmers , no media is showing them ""ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý"" Punjab #VikrantMassey #Sandeshkhali #BreakingNews #FarmerProtestInDelhi Khalistani Sikh",13
2602,Izlamic Terrorist,@raviagrawal3,2024-02-28T04:52:42.000Z,Its only today that I learnt Sukhwinder Singh Sukhu is some Chief Minister. Until,213
2603,Kamalpreet kaur,@Kamalkaurr,2024-02-23T13:46:48.000Z,"@ukhomeoffice @metpoliceuk What religion is he that he's allowed to carry a sword. At this time when #khalistani terrorism is high, allowing such people to walk on street with weapon will have serious implications.",17
2604,#NaMo Again,@BhaktSanatani_,2024-02-21T18:41:32.000Z,"Breaking news! It's sad dat Khalistani #fakefarmers attacked Haryana Police with lethal arms like swords,in which 12 policemen got badly injured. They burnt Parali to suffocate d police n pelted stones. Give them d taste of their own medicine. Sikh or ï¿",43
2605,Arctic Basecamp,@ArcticBasecamp,2024-02-23T17:37:02.000Z,Why should you care about the Arctic? Because what happens in the Arctic doesn,1K
2606,Boiled Anda,@AmitLeliSlayer,2024-02-24T05:40:43.000Z,Poor Khalistani farmers Andolan Poor and oppressed farmers now demand the release of Khalistani Terrorist Amritpal Singh and his associates from Dirbrugarh jail in Assam. Join the dots,329
2607,Damodar Hegde,@DamodarHegde4,2024-02-22T10:06:47.000Z,"Sikh community had submitted a memorandum to the governor of West Bengal to conduct a probe against the video. Further, Sikh community urges the governor to take action against the BJP leader for his remarks ""Khalistani"" uttered solely based on IPS religious identity.",62
2608,jokru,@jokru01,2024-02-29T04:56:39.000Z,"Another incident surfaces where a Khalistani Sikh expresses a desire for Modi's elimination, reminiscent of what happened to our beloved Prime Minister, Indira Gandhi Ji. However, this time, a guy from Haryana calls out his Khalistan bluff directly to his face. Ouch, looks like",1K
2609,Mycountry,@Jaanabdsk,2024-02-23T08:27:41.000Z,https://twitter.com/porusofpanjab/status/1760612337286103321?t=a7SL7xEKsN8C1RDeWyyhCw&s=19,
2610,Saffron,@Saffron08974013,2024-02-24T07:58:34.000Z,"96 HOURS & NO APOLOGY! Attacking a Sikh's turban is a direct assault on their faith & identity. BJP leader & LoP @SuvenduWB calling them 'KHALISTANI' is even worse. The Sikh community has sent a letter to the WB Governor demanding justice, while @BJP4India remains silent. PM",26
2611,Mycountry,@Jaanabdsk,2024-02-24T14:09:40.000Z,Glad Sikh religion still have Real Sikhs who are able to see who is tarnishing Sikh religion name globally and fearlessly exposing them. Level of Khalistani Sikh criminal activities.,1
2612,Trunicle,@trunicle,2024-02-24T05:40:43.000Z,Poor Khalistani farmers Andolan Poor and oppressed farmers now demand the release of Khalistani Terrorist Amritpal Singh and his associates from Dirbrugarh jail in Assam. Join the dots,329
2613,Aabha 108,@Aabha108,2024-02-24T03:28:04.000Z,This guy is a khalistani supporter,4
2614,PunFact,@pun_fact,2024-02-22T04:11:01.000Z,"Not able to decide the monthly rate for going to #FarmerProtest border, 35 thousand or 40 thousand. Such videos should not come out otherwise these Khalistani movement leaders will be exposed.",4.3K
2615,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,@wonderores,2024-02-21T19:53:32.000Z,"These are real Sikhs exposing fake farmers , no media is showing them ""ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý"" Punjab #VikrantMassey #Sandeshkhali #BreakingNews #FarmerProtestInDelhi Khalistani Sikh",13
2616,GC,@Icanhearmusic,2024-02-29T06:31:30.000Z,The 50CAL Speaker 320Watts up to 78hr battery 340ft Bluetooth range Guitar input USB C+A charge ports to charge your devices in the wild 100+ reviews scoring ï¿,4
2617,Sreyashi Dey,@SreyashiDey,2024-02-23T15:42:01.000Z,Breaking: 1st #FIR filed in #Khalistani slur row. #Kolkata #Sikh group filed complaint against,138
2618,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý,@iamharunkhan,2024-02-27T10:24:08.000Z,I hope parents of #SidhuMooseWala finds peace. It is not easy for parents to lose their only son. I hope they will keep the newborn away from politics & Khalistani ideology.,478
2619,ANI,@ANI,2024-02-22T08:15:50.000Z,"#WATCH | Kolkata: West Bengal Minister Shashi Panja says, ""...The BJP leaders including central and state think it's their birthright to brand people as Khalistani and anti-national. What is more unfortunate is that they don't have the courage to ask for forgiveness...",105
2620,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,@Pradeep_gupta1,2024-02-25T03:14:11.000Z,Fake farmers protest explained so nicely,41
2621,"SanghiDentico,",@priyathedentico,2024-02-23T02:41:03.000Z,It's a battle of Perception & #Modi Sarkar knows it has won it. Time to show Fake Farmers their ï¿,1.8K
2622,"SanghiDentico,",@priyathedentico,2024-02-25T03:14:11.000Z,Fake farmers protest explained so nicely,41
2623,JIX5A,@JIX5A,2024-03-01T15:22:18.000Z,"Oh no #FakeFarmers from Punjab are in deep trouble Fakes will loose their visa, passports etc soon and their properties will be used for damage compensation",23
2624,Boiled Anda,@AmitLeliSlayer,2024-02-25T03:14:11.000Z,Fake farmers protest explained so nicely,41
2625,Boiled Anda,@AmitLeliSlayer,2024-02-23T02:41:03.000Z,It's a battle of Perception & #Modi Sarkar knows it has won it. Time to show Fake Farmers their ï¿,1.8K
2626,BhikuMhatre,@MumbaichaDon,2024-02-23T02:41:03.000Z,It's a battle of Perception & #Modi Sarkar knows it has won it. Time to show Fake Farmers their ï¿,1.8K
2627,Mona Patel,@MonaPatelT,2024-02-21T22:04:57.000Z,Mastermind of fake farmers protest,3.6K
2628,Ganesh,@me_ganesh14,2024-03-01T15:22:18.000Z,"Oh no #FakeFarmers from Punjab are in deep trouble Fakes will loose their visa, passports etc soon and their properties will be used for damage compensation",23
2629,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,@seriousfunnyguy,2024-02-21T22:04:57.000Z,Mastermind of fake farmers protest,3.6K
2630,Krishna,@Atheist_Krishna,2024-02-21T22:04:57.000Z,Mastermind of fake farmers protest,3.6K
2631,JIX5A,@JIX5A,2024-02-20T12:02:46.000Z,Fake farmers threatening the country's Prime Minister Narendra Modi and Haryana Chief Minister Manohar Lal ji. Turning farming machinery into weapons,101
2632,Ganesh,@me_ganesh14,2024-02-20T12:02:46.000Z,Fake farmers threatening the country's Prime Minister Narendra Modi and Haryana Chief Minister Manohar Lal ji. Turning farming machinery into weapons,101
2633,Gems Of Bharat,@Atulya_Bharat1,2024-03-01T15:22:18.000Z,"Oh no #FakeFarmers from Punjab are in deep trouble Fakes will loose their visa, passports etc soon and their properties will be used for damage compensation",23
2634,Prabu Natarajan,@PrabuNatarajan4,2024-03-01T15:22:18.000Z,"Oh no #FakeFarmers from Punjab are in deep trouble Fakes will loose their visa, passports etc soon and their properties will be used for damage compensation",23
2635,Siddartha,@choudarapusidd1,2024-03-01T15:22:18.000Z,"Oh no #FakeFarmers from Punjab are in deep trouble Fakes will loose their visa, passports etc soon and their properties will be used for damage compensation",23
2636,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,@Pradeep_gupta1,2024-02-23T02:41:03.000Z,It's a battle of Perception & #Modi Sarkar knows it has won it. Time to show Fake Farmers their ï¿,1.8K
2637,Sunanda Roy,@SaffronSunanda,2024-02-23T02:41:03.000Z,It's a battle of Perception & #Modi Sarkar knows it has won it. Time to show Fake Farmers their ï¿,1.8K
2638,Gems Of Bharat,@Atulya_Bharat1,2024-02-20T12:02:46.000Z,Fake farmers threatening the country's Prime Minister Narendra Modi and Haryana Chief Minister Manohar Lal ji. Turning farming machinery into weapons,101
2639,Zee PHH,@ZeePunjabHH,2024-02-25T07:25:07.000Z,#KisanAndolan,
