no,username,handle,created_date,tweet_text,likes
1524,Vikash Khokhar,@VikashK23838908,2024-03-06T04:42:54.000Z,Please see the documentary below. Scary stuff. Seems the only population that needs to be controlled is Bill and Melinda Gates. In the 90s he seemed pretty off. And here in 2024 hes literally running the world. #FarmersProtest2024 all over the world is to wa,19
1525,Mohit Gahlot (ï¿,@_MohitGahlot_,2024-02-29T10:52:52.000Z,"Sacred body of slain farmer Shaheed Subhkaran Singh has reached his village Balon, Bathinda with big procession of people. All the leaders of the farmers front are present there. The funeral will be conducted shortly. #FarmersProtest2024",29
1526,Villager Singh,@Villagerz_Singh,2024-02-28T22:58:31.000Z,"We Sikhs respect every religion, those who posted wrong videos to spoil the character of Sikhs will not watch this video today. A Sikh never insults anyone's religion. Our opposition is to the Indian government, not to any religion. #FarmersProtest #FarmersProtest2024 #Punjab",1K
1527,M.L.Ali,@liaqat0707,2024-03-07T22:30:30.000Z,"#Czech farmers unloaded manure in the center of #Prague. The government is busy with Russia and ignores internal problems, as all western governments do. #FarmersProtest2024",2
1528,unknown_1528,@Harvind06739900,2024-03-06T02:31:23.000Z,"There was a showdown of Khalistani Sikh and Hindu nationalists at University of California, Berkley however Khalistani Sikh Soorme looked stunned there #FarmerProtest2024 #Haryanapolice #FarmersProtest2024 #Sikhs #KhalistanReferendum #Canada #CanadaBanegaKhalistan",299
1529,unknown_1529,@Harvind06739900,2024-03-06T07:22:53.000Z,"Avoid Being Blindsided by AI Analysis of the latest AI stories Original Essays & Predictions Prescriptive advice for how to respond! Join 77,000+ Security/AI profession",1.1K
1530,Celebrating You,@celebratingy0u,2024-03-04T18:41:07.000Z,"To ensure, news of #FarmersProtest2024 does not reach you, accounts of @praveenpscs , @garvitgarg15 & @gurshamshir has been Withheld now. These were the accounts which were continuously bringing us credible information about #FarmerProtest. #FreeSpeech has been blown to pieces.",16
1531,Harwinder Singh Grewal,@Harwind41696415,2024-03-01T01:31:05.000Z,Waheguru ji . 2310 Days in Jail Without any Crime or Evidence No conviction. #FreeJaggiNow And #ReleaseSikhPrisoners #FarmersProtest2024,11
1532,Zaira Mirza,@ZairaMirza1,2024-03-05T10:39:56.000Z,"Accounts related to #FarmerProtest are continuously on the target list of Modi Govt to ensure no news about Govt atrocities on farmers reaches to International media and common citizens of the country. ""Mother of Democracy"" for you. #FarmersProtest2024",12
1533,MS,@MSfromUS,2024-03-05T06:29:17.000Z,"Remember the similar video circulated during #NupurSharma incident This isn't #FarmersProtest2024 anymore but conglomeration of anti-India elements who are openly issuing threats to PM Modi. Alleged Anndattas are hanging the effigy of PM Modi, Hry CM symbolically giving hints",9
1534,unknown_1534,@Bckbncher,2024-03-07T14:36:03.000Z,"Women brigade all set to celebrate International Womens Day tomorrow at Shambu & Khanauri border - March 8, 2024. They have appealed women from every nook & corner to reach the borders to support farmers. #farmer",4
1535,unknown_1535,@PremaramSiyag6,2024-03-04T14:54:28.000Z,"Rohtak, Haryana Hail did not melt even after 20 hours. Farmers reached SDM office with the hail packed in sacks. Would the but farmers income is tax free crowd ever realise that farmers dont get paid",66
1536,BrillianceSecMag,@BscSteve,2024-02-29T06:31:40.000Z,Update The world's largest protest started in2020in india is still going on for demanding a law from the Centre to ensure guaranteed MSP on23crops.But Government of India is doing atrocities on the farmers @PeterSweden7 #FarmersProtest2024 #farmersprotests2024 #FarmersProtest,74
1537,ANJALI KALIA,@anjali_kalia,2024-02-29T14:26:47.000Z,The Punjab Haryana High Court has called the Haryana government wrong Instead of treating the farmers badly. Now Gobar bhkt will call the High Court Khalistani #FarmersProtest #FarmersProtest2024,183
1538,Farmers_Protest 2.0,@FarmersProtest_,2024-02-29T06:31:40.000Z,Update The world's largest protest started in2020in india is still going on for demanding a law from the Centre to ensure guaranteed MSP on23crops.But Government of India is doing atrocities on the farmers @PeterSweden7 #FarmersProtest2024 #farmersprotests2024 #FarmersProtest,74
1539,Mohit Gahlot (ï¿,@_MohitGahlot_,2024-02-28T22:58:31.000Z,"We Sikhs respect every religion, those who posted wrong videos to spoil the character of Sikhs will not watch this video today. A Sikh never insults anyone's religion. Our opposition is to the Indian government, not to any religion. #FarmersProtest #FarmersProtest2024 #Punjab",1K
1540,Punjab Panther,@Punjab_panther,2024-03-05T06:29:17.000Z,"Remember the similar video circulated during #NupurSharma incident This isn't #FarmersProtest2024 anymore but conglomeration of anti-India elements who are openly issuing threats to PM Modi. Alleged Anndattas are hanging the effigy of PM Modi, Hry CM symbolically giving hints",9
1541,RanglaPunjab,@RanglaPunj57485,2024-03-05T06:29:17.000Z,"Remember the similar video circulated during #NupurSharma incident This isn't #FarmersProtest2024 anymore but conglomeration of anti-India elements who are openly issuing threats to PM Modi. Alleged Anndattas are hanging the effigy of PM Modi, Hry CM symbolically giving hints",9
1542,Gurpreet Kaur,@IGKaurP,2024-03-04T18:41:07.000Z,"To ensure, news of #FarmersProtest2024 does not reach you, accounts of @praveenpscs , @garvitgarg15 & @gurshamshir has been Withheld now. These were the accounts which were continuously bringing us credible information about #FarmerProtest. #FreeSpeech has been blown to pieces.",16
1543,Greta Dosanjh,@DosanjhGreta,2024-03-06T07:22:53.000Z,"Avoid Being Blindsided by AI Analysis of the latest AI stories Original Essays & Predictions Prescriptive advice for how to respond! Join 77,000+ Security/AI profession",1.1K
1544,Greta Dosanjh,@DosanjhGreta,2024-03-06T17:16:54.000Z,Support #FarmersProtest2024,2
1545,Live Law,@LiveLawIndia,2024-03-07T02:34:01.000Z,International Working Women's Day will be celebrated at Farmers protest sites on 8th March. 1000s of women farmers and laborers will gather at Shambhu and Khannauri Morcha to celebrate the Women's day. #FarmersProtest2024 #FarmersProtest,17
1546,unknown_1546,@Bckbncher,2024-02-29T10:52:52.000Z,"Sacred body of slain farmer Shaheed Subhkaran Singh has reached his village Balon, Bathinda with big procession of people. All the leaders of the farmers front are present there. The funeral will be conducted shortly. #FarmersProtest2024",29
1547,Kisan It Cell,@Kisan_ItCell,2024-03-04T14:54:28.000Z,"Rohtak, Haryana Hail did not melt even after 20 hours. Farmers reached SDM office with the hail packed in sacks. Would the but farmers income is tax free crowd ever realise that farmers dont get paid",66
1548,unknown_1548,@PremaramSiyag6,2024-03-03T01:21:49.000Z,Ripe crops of farmers in Nohar ruined due to rain and severe hailstorm Farmers are fighting not just with poor Govt policies but even weather has become their enemy. #Farmer,20
1549,July,@July_J07,2024-03-06T07:22:53.000Z,"Avoid Being Blindsided by AI Analysis of the latest AI stories Original Essays & Predictions Prescriptive advice for how to respond! Join 77,000+ Security/AI profession",1.1K
1550,Farmers_Protest 2.0,@FarmersProtest_,2024-03-07T22:30:30.000Z,"#Czech farmers unloaded manure in the center of #Prague. The government is busy with Russia and ignores internal problems, as all western governments do. #FarmersProtest2024",2
1551,Mohit Gahlot (ï¿,@_MohitGahlot_,2024-03-04T14:54:28.000Z,"Rohtak, Haryana Hail did not melt even after 20 hours. Farmers reached SDM office with the hail packed in sacks. Would the but farmers income is tax free crowd ever realise that farmers dont get paid",66
1552,Porus,@porusofpanjab,2024-03-02T02:41:53.000Z,@PMOIndia @BJP4India I have a perfect candidate for your party. @SarpanchMika Decent criminal record Cheater/fraud Jail time Bad mouthing Panjab ï,45
1553,Alex Ilex,@Alex_Sidh,2024-03-08T13:15:21.000Z,"Seems like judge Saab of PB-HR HC hearing the case might have been offered Rajye Sabha seat by Modi Govt just like the judge of Bengal, that is why he is giving such absurd statements. Judge or BJP agent sitting as Judge. Sold out Judiciary. #FarmersProtest2024",4
1554,Tathvam-asi ( ï,@ssaratht,2024-02-29T10:52:52.000Z,"Sacred body of slain farmer Shaheed Subhkaran Singh has reached his village Balon, Bathinda with big procession of people. All the leaders of the farmers front are present there. The funeral will be conducted shortly. #FarmersProtest2024",29
1555,Mir'khan,@iamarshadalii,2024-03-05T10:39:56.000Z,"Accounts related to #FarmerProtest are continuously on the target list of Modi Govt to ensure no news about Govt atrocities on farmers reaches to International media and common citizens of the country. ""Mother of Democracy"" for you. #FarmersProtest2024",12
1556,Villager Singh,@Villagerz_Singh,2024-03-01T07:48:43.000Z,"Sanghis bark all they want against Sikhs, call them all Khalistani as a slur & create a divide between both communities. But it's reassuring to hear what real Hindus think. Appreciation to this man for the kind words to show real Hindus are friends not foes. #FarmersProtest2024",39
1557,Mohit Gahlot (ï¿,@_MohitGahlot_,2024-03-07T01:42:12.000Z,"The dictatorial Modi Govt false claims that they will allow farmers to come to Delhi to protest if they come via buses & trains busted right away. 30 farmers, who were coming by train to Delhi were detained in Sawai Madhopur. Farmer bodies unable to contact. #FarmersProtest2024",58
1558,Greta Dosanjh,@DosanjhGreta,2024-03-05T05:10:34.000Z,Some Creatures are only seen during Elections #FarmersProtest2024 #_ï¿,27
1559,Gurpreet Kaur,@IGKaurP,2024-03-01T04:14:40.000Z,Gentle reminder!! Farmers are still protesting for MSP. Manipur is still burning. Sanghis are still vandalising While PM dived in the ocean searching lost democracy. He can be spotted dancing in Ambani wedding because they need more drama.,111
1560,Kusum Arora,@Arora24Kusum,2024-03-07T14:36:03.000Z,"Women brigade all set to celebrate International Womens Day tomorrow at Shambu & Khanauri border - March 8, 2024. They have appealed women from every nook & corner to reach the borders to support farmers. #farmer",4
1561,Hitesh Kumar Mutreja,@Hitesh_42200,2024-03-01T07:48:43.000Z,"Sanghis bark all they want against Sikhs, call them all Khalistani as a slur & create a divide between both communities. But it's reassuring to hear what real Hindus think. Appreciation to this man for the kind words to show real Hindus are friends not foes. #FarmersProtest2024",39
1562,Live Law,@LiveLawIndia,2024-03-05T10:39:56.000Z,"Accounts related to #FarmerProtest are continuously on the target list of Modi Govt to ensure no news about Govt atrocities on farmers reaches to International media and common citizens of the country. ""Mother of Democracy"" for you. #FarmersProtest2024",12
1563,Mohit Gahlot (ï¿,@_MohitGahlot_,2024-03-04T18:41:07.000Z,"To ensure, news of #FarmersProtest2024 does not reach you, accounts of @praveenpscs , @garvitgarg15 & @gurshamshir has been Withheld now. These were the accounts which were continuously bringing us credible information about #FarmerProtest. #FreeSpeech has been blown to pieces.",16
1564,Cards Authority,@CAuthorityHQ,2024-03-01T07:48:43.000Z,"Sanghis bark all they want against Sikhs, call them all Khalistani as a slur & create a divide between both communities. But it's reassuring to hear what real Hindus think. Appreciation to this man for the kind words to show real Hindus are friends not foes. #FarmersProtest2024",39
1565,unknown_1565,@DanielMiessler,2024-03-01T01:31:05.000Z,Waheguru ji . 2310 Days in Jail Without any Crime or Evidence No conviction. #FreeJaggiNow And #ReleaseSikhPrisoners #FarmersProtest2024,11
1566,unknown_1566,@Dr_PB05,2024-03-06T04:44:10.000Z,Pellets found in dead Indian farmer's head in post mortem autopsy. Indian Police is using lethal weapons against protesting farmers #FarmersProtest2024,61
1567,Savera Kaur,@SavySidhu13,2024-03-06T04:42:54.000Z,Please see the documentary below. Scary stuff. Seems the only population that needs to be controlled is Bill and Melinda Gates. In the 90s he seemed pretty off. And here in 2024 hes literally running the world. #FarmersProtest2024 all over the world is to wa,19
1568,Daniel Bordman,@Ranting4Canada,2024-03-01T04:14:40.000Z,Gentle reminder!! Farmers are still protesting for MSP. Manipur is still burning. Sanghis are still vandalising While PM dived in the ocean searching lost democracy. He can be spotted dancing in Ambani wedding because they need more drama.,111
1569,Greta Dosanjh,@DosanjhGreta,2024-02-29T10:52:52.000Z,"Sacred body of slain farmer Shaheed Subhkaran Singh has reached his village Balon, Bathinda with big procession of people. All the leaders of the farmers front are present there. The funeral will be conducted shortly. #FarmersProtest2024",29
1570,Major Singh #FarmersProtests02,@MajorSi55323658,2024-02-29T10:52:52.000Z,"Sacred body of slain farmer Shaheed Subhkaran Singh has reached his village Balon, Bathinda with big procession of people. All the leaders of the farmers front are present there. The funeral will be conducted shortly. #FarmersProtest2024",29
1571,Mohit Gahlot (ï¿,@_MohitGahlot_,2024-03-01T04:14:40.000Z,Gentle reminder!! Farmers are still protesting for MSP. Manipur is still burning. Sanghis are still vandalising While PM dived in the ocean searching lost democracy. He can be spotted dancing in Ambani wedding because they need more drama.,111
1572,DFRAC,@DFRAC_org,2024-03-01T08:04:37.000Z,"Here is a fantastic Lifetime Free credit card offer in India with some incredible perks! Welcome voucher worth 500 Up to 10x Non-Expiring Reward Points 4 Railway Lounge accesses per Qtr Up to 25% off on movie, dining & More Apply Here:https://tinyurl.com/238wsvtx?twclid=26gj5ect20302c",603
1573,Hitesh Kumar Mutreja,@Hitesh_42200,2024-03-01T08:04:37.000Z,"Here is a fantastic Lifetime Free credit card offer in India with some incredible perks! Welcome voucher worth 500 Up to 10x Non-Expiring Reward Points 4 Railway Lounge accesses per Qtr Up to 25% off on movie, dining & More Apply Here:https://tinyurl.com/238wsvtx?twclid=26gj5ect20302c",603
1574,Mohit Gahlot (ï¿,@_MohitGahlot_,2024-03-06T02:31:23.000Z,"There was a showdown of Khalistani Sikh and Hindu nationalists at University of California, Berkley however Khalistani Sikh Soorme looked stunned there #FarmerProtest2024 #Haryanapolice #FarmersProtest2024 #Sikhs #KhalistanReferendum #Canada #CanadaBanegaKhalistan",299
1575,Satbir Singh || ï,@realSatbirSingh,2024-03-08T06:12:12.000Z,"This is for those shameless #Farmers leaders & opportunistic politicians who are falsely propagating ""What is GoI doing for the Farmers""? Real Farmers are well aware about the ground reality & the backing of GoI, but farmers turned politicians won't. #FarmersProtest2024",5
1576,Cards Authority,@CAuthorityHQ,2024-03-01T08:04:37.000Z,"Here is a fantastic Lifetime Free credit card offer in India with some incredible perks! Welcome voucher worth 500 Up to 10x Non-Expiring Reward Points 4 Railway Lounge accesses per Qtr Up to 25% off on movie, dining & More Apply Here:https://tinyurl.com/238wsvtx?twclid=26gj5ect20302c",603
1577,Saurabh Singh Makrahi,@SSMakrahi,2024-03-01T04:14:40.000Z,Gentle reminder!! Farmers are still protesting for MSP. Manipur is still burning. Sanghis are still vandalising While PM dived in the ocean searching lost democracy. He can be spotted dancing in Ambani wedding because they need more drama.,111
1578,Santosh Rathord ï,@santosh31537688,2024-03-07T02:34:01.000Z,International Working Women's Day will be celebrated at Farmers protest sites on 8th March. 1000s of women farmers and laborers will gather at Shambhu and Khannauri Morcha to celebrate the Women's day. #FarmersProtest2024 #FarmersProtest,17
1579,KVIyyer Modi Ji's Family - BHARAT,@BanCheneProduct,2024-03-06T04:42:54.000Z,Please see the documentary below. Scary stuff. Seems the only population that needs to be controlled is Bill and Melinda Gates. In the 90s he seemed pretty off. And here in 2024 hes literally running the world. #FarmersProtest2024 all over the world is to wa,19
1580,Shubhdeep Sidhu,@ShubhdeepS86319,2024-03-08T13:15:21.000Z,"Seems like judge Saab of PB-HR HC hearing the case might have been offered Rajye Sabha seat by Modi Govt just like the judge of Bengal, that is why he is giving such absurd statements. Judge or BJP agent sitting as Judge. Sold out Judiciary. #FarmersProtest2024",4
1581,Gurpreet Kaur,@IGKaurP,2024-03-02T02:41:53.000Z,@PMOIndia @BJP4India I have a perfect candidate for your party. @SarpanchMika Decent criminal record Cheater/fraud Jail time Bad mouthing Panjab ï,45
1582,Samita Kaur,@samitakaur74,2024-03-07T14:36:03.000Z,"Women brigade all set to celebrate International Womens Day tomorrow at Shambu & Khanauri border - March 8, 2024. They have appealed women from every nook & corner to reach the borders to support farmers. #farmer",4
1583,Kisan Talks,@Kisan_Talks,2024-03-06T04:44:10.000Z,Pellets found in dead Indian farmer's head in post mortem autopsy. Indian Police is using lethal weapons against protesting farmers #FarmersProtest2024,61
1584,Mohit Gahlot (ï¿,@_MohitGahlot_,2024-03-06T04:44:10.000Z,Pellets found in dead Indian farmer's head in post mortem autopsy. Indian Police is using lethal weapons against protesting farmers #FarmersProtest2024,61
1585,Choudhary Narayan Singh,@iOfficialFarmer,2024-03-03T01:21:49.000Z,Ripe crops of farmers in Nohar ruined due to rain and severe hailstorm Farmers are fighting not just with poor Govt policies but even weather has become their enemy. #Farmer,20
1586,unknown_1586,@Dr_PB05,2024-03-07T01:42:12.000Z,"The dictatorial Modi Govt false claims that they will allow farmers to come to Delhi to protest if they come via buses & trains busted right away. 30 farmers, who were coming by train to Delhi were detained in Sawai Madhopur. Farmer bodies unable to contact. #FarmersProtest2024",58
1587,Kawal Kang,@Kawal46ae,2024-03-01T02:17:14.000Z,"Your favorite MacBook Air is more affordable now Starting at an incredible offer price of Rs.1,14,900 -Rs.99,900 Call us today at 08336068768 / 08336068765 or log on to https://systematixmedia.com/mac/macbook-air-m2-chip?twclid=2-6scesorekdjyb7makatohsmik Rs.5,000 Instant Cashback on HDFC Bank Cards and EasyEMI + Exchange Bonus",87
1588,Satbir Singh || ï,@realSatbirSingh,2024-03-05T10:39:56.000Z,"Accounts related to #FarmerProtest are continuously on the target list of Modi Govt to ensure no news about Govt atrocities on farmers reaches to International media and common citizens of the country. ""Mother of Democracy"" for you. #FarmersProtest2024",12
1589,Mohit Gahlot (ï¿,@_MohitGahlot_,2024-03-07T02:34:01.000Z,International Working Women's Day will be celebrated at Farmers protest sites on 8th March. 1000s of women farmers and laborers will gather at Shambhu and Khannauri Morcha to celebrate the Women's day. #FarmersProtest2024 #FarmersProtest,17
1590,unknown_1590,@infestedbrain,2024-03-07T14:36:03.000Z,"Women brigade all set to celebrate International Womens Day tomorrow at Shambu & Khanauri border - March 8, 2024. They have appealed women from every nook & corner to reach the borders to support farmers. #farmer",4
1591,Choudhary Narayan Singh,@iOfficialFarmer,2024-03-04T14:54:28.000Z,"Rohtak, Haryana Hail did not melt even after 20 hours. Farmers reached SDM office with the hail packed in sacks. Would the but farmers income is tax free crowd ever realise that farmers dont get paid",66
1592,DFRAC,@DFRAC_org,2024-03-01T07:48:43.000Z,"Sanghis bark all they want against Sikhs, call them all Khalistani as a slur & create a divide between both communities. But it's reassuring to hear what real Hindus think. Appreciation to this man for the kind words to show real Hindus are friends not foes. #FarmersProtest2024",39
1593,Mahalaxmi Ramanathan,@MahalaxmiRaman,2024-03-06T17:16:54.000Z,Support #FarmersProtest2024,2
1594,Indian Troll Lover,@trollove1,2024-03-06T02:31:23.000Z,"There was a showdown of Khalistani Sikh and Hindu nationalists at University of California, Berkley however Khalistani Sikh Soorme looked stunned there #FarmerProtest2024 #Haryanapolice #FarmersProtest2024 #Sikhs #KhalistanReferendum #Canada #CanadaBanegaKhalistan",299
1595,Randeep Gill,@Randeep44009128,2024-03-05T06:29:17.000Z,"Remember the similar video circulated during #NupurSharma incident This isn't #FarmersProtest2024 anymore but conglomeration of anti-India elements who are openly issuing threats to PM Modi. Alleged Anndattas are hanging the effigy of PM Modi, Hry CM symbolically giving hints",9
1596,Villager Singh,@Villagerz_Singh,2024-02-29T14:26:47.000Z,The Punjab Haryana High Court has called the Haryana government wrong Instead of treating the farmers badly. Now Gobar bhkt will call the High Court Khalistani #FarmersProtest #FarmersProtest2024,183
1597,July,@July_J07,2024-03-06T17:16:54.000Z,Support #FarmersProtest2024,2
1598,Kisan Talks,@Kisan_Talks,2024-03-07T01:42:12.000Z,"The dictatorial Modi Govt false claims that they will allow farmers to come to Delhi to protest if they come via buses & trains busted right away. 30 farmers, who were coming by train to Delhi were detained in Sawai Madhopur. Farmer bodies unable to contact. #FarmersProtest2024",58
1599,July,@July_J07,2024-03-05T05:10:34.000Z,Some Creatures are only seen during Elections #FarmersProtest2024 #_ï¿,27
1600,Mr. India,@Globeis1village,2024-03-08T07:13:05.000Z,#FarmersProtest #FarmersProtest2024 #kisanokonyaydo #kisanprotest #KisanAandolan,
1601,Lokmat Chhatrapati Sambhajinagar,@milokmatabd,2024-03-07T11:15:52.000Z,#Ad Gear Classic Water Resistant Anti Theft Laptop Bag Get up to 60% off on this bag Linkhttps://bit.ly/3uxawas?twclid=25edm5uxu9nicojwo6ygidg8ra,52
1602,`Darveysh' M,@DurveyshM,2024-03-07T18:32:43.000Z,"...and this man is a terrorist, lest we forget.......yes he is! Look it up!!! #FarmersProtest2024",
1603,Praveen Dalal,@IMPraveenDalal,2024-03-07T11:00:44.000Z,@beemji annae kaala padathula neenga kaala va ivarathaan potu irukanum...thappu panitiyae na #ï¿,
1604,Rama @ Blunt,Rama @ Blunt,2024-03-07T14:16:11.000Z,Good Night #GoodnightEveryone #GoodNightAll #GoodNightFriends #BharatJodoNyayYatra #EVMs #ByeByeModi #10saalAnyayKaal #YaadHaiNa #FarmersProtest2024 #KisanoKoNyayDo #JeetegaINDIA,1
1605,Dainik Bhaskar Hindi,@DBhaskarHindi,2024-03-08T11:08:25.000Z,"Unlock a world of luxury travel with IDFC First premium benefits package! Enjoy up to 6 complimentary Premium Economy tickets & 1 Upgrade Voucher/year. Club Vistara Silver membership, airport lounges, golf lessons, and more . Apply Now https://tinyurl.com/2p89vh5s?twclid=25o5rik78ejcr4jjdxkrqmljky",1.2K
1606,Camus,@newstart_2024,2024-03-07T19:43:00.000Z,Bahut Khuub Bilkul Sahi #FarmersProtest #FarmersProtest2024,5
1607,Nasreen Ansari INDIA _ NO DM,@Nasreen11799231,2024-03-07T16:06:53.000Z,#FarmersProtest2024,
1608,Credit Savvy,@Credit_Savvy,2024-03-08T02:52:25.000Z,punjabi ^hariyanvi #FarmersProtest2024,117
1609,XPRIZE,@xprize,2024-03-08T07:13:05.000Z,#FarmersProtest #FarmersProtest2024 #kisanokonyaydo #kisanprotest #KisanAandolan,
1610,Punjab Tak,@PunjabTak,2024-03-07T10:55:49.000Z,Modi Ka Parivar or Modi Ka Asli Parivar dekhiye poori list Hai #FarmersProtest2024 #FarmersProtest,43
1611,Shubhdeep Sidhu,@ShubhdeepS86319,2024-03-07T13:30:00.000Z,#Samsung launches new smartphone with 6000mAh battery in India . . #SamsungUnpacked #GalaxyF15giveaway #GalaxyF15 #FarmersProtest2024 #Prabhas #ManishaRani #viralvideo #TrainAccident #INDvENG,
1612,Bharat Bhaag,@_BBNews__,2024-03-08T07:32:33.000Z,#UsmiechnietaPolskaTuska #FarmersProtest2024 #ZOMOTuska #zomo #milicja,
1613,Cards Authority,@CAuthorityHQ,2024-03-08T11:08:25.000Z,"Unlock a world of luxury travel with IDFC First premium benefits package! Enjoy up to 6 complimentary Premium Economy tickets & 1 Upgrade Voucher/year. Club Vistara Silver membership, airport lounges, golf lessons, and more . Apply Now https://tinyurl.com/2p89vh5s?twclid=25o5rik78ejcr4jjdxkrqmljky",1.2K
1614,Amit sharma,@editor_amit,2024-03-07T09:43:05.000Z,#ProtestRolnikw #StrajkRolnikï,1
1615,Peter Nooteboom,@Peter_Nooteboom,2024-03-08T05:59:48.000Z,Learn how today's top startups use data to to build successful products,122
1616,Greta Dosanjh,@DosanjhGreta,2024-03-08T00:39:20.000Z,Unlock the door to programming for FREE today! Begin your programming journey effortlessly with our bite-sized programming tutorial and consider diving deeper with our premium course. Build a foundation for countless career paths and industry opportunities!,41
1617,Terajit Singh,@TerajitSingh1,2024-03-08T05:34:58.000Z,Avoid Being Blindsided by AI Analysis of the latest AI stories Original Essays & Predictionsï,1.1K
1618,J.B. Sharma,@JBSharm17603186,2024-03-08T06:50:10.000Z,"Rest in peace to Akira Toriyama, the creator of the Dragon Ball series #InternationalWomensDay #InternationalWomensDay2024 #FarmersProtest2024 #WomenEmpowerment #Mahashivratri2024 #",4
1619,PTLB,@PTLBIn,2024-03-07T13:30:00.000Z,#Samsung launches new smartphone with 6000mAh battery in India . . #SamsungUnpacked #GalaxyF15giveaway #GalaxyF15 #FarmersProtest2024 #Prabhas #ManishaRani #viralvideo #TrainAccident #INDvENG,
1620,Digraj,@digraaj,2024-03-07T09:43:05.000Z,#ProtestRolnikw #StrajkRolnikï,1
1621,Greta Dosanjh,@DosanjhGreta,2024-03-08T11:50:05.000Z,First they say No to capital city Then they say No to bringing tractors & then No to taking buses/trains & now No to even walking This is how indian gov along with Haryana states @mlkhattar are torturing Farmers #FarmersProtest2024 #ï¿,7
1622,ss_kharadi,@ssKharadi,2024-03-07T14:07:17.000Z,"Hi @X and @ElonMusk . Please stop censoring our hashtags like #FarmersProtest2024, #LokSabhaElections2024, #Covid19, etc. Govts are #SelectedNotElected using #EvilMethods. @GlobalP4LO is the most crucial voice to stop it https://twitter.com/IMPraveenDalal/status/1765249057880936510",3
1623,Divyansh Saini,@divyanshsainy1,2024-03-07T10:55:49.000Z,Modi Ka Parivar or Modi Ka Asli Parivar dekhiye poori list Hai #FarmersProtest2024 #FarmersProtest,43
1624,FIREMAN,@FIREMANmedia,2024-03-08T06:50:10.000Z,"Rest in peace to Akira Toriyama, the creator of the Dragon Ball series #InternationalWomensDay #InternationalWomensDay2024 #FarmersProtest2024 #WomenEmpowerment #Mahashivratri2024 #",4
1625,Moustache Man,@myalgo1127,2024-03-07T10:01:31.000Z,Day 45 Nifty Rules broken - No #nifty #banknifty #midcpnifty #finnifty #sensex #optionbuying #OptionsTrading #selling #maxprofit #ATH #FarmersProtest2024 #SidhuMooseWala,
1626,Mohit Gahlot (ï,@_MohitGahlot_,2024-03-08T03:30:00.000Z,Run-for-Ram half marathon in Ayodhya on March 10 . . #RunForRam #AyodhyaDham #AyodhyaRamTemple #RamMandirAyodhya #FarmersProtest2024 #Prabhas #ManishaRani #viralvideo #TrainAccident #INDvENG,
1627,MeeNews,@MeeNewsHub,2024-03-07T10:01:31.000Z,Day 45 Nifty Rules broken - No #nifty #banknifty #midcpnifty #finnifty #sensex #optionbuying #OptionsTrading #selling #maxprofit #ATH #FarmersProtest2024 #SidhuMooseWala,
1628,Lukasz,@Lukasz88Mayday,2024-03-07T09:43:05.000Z,#ProtestRolnikw #StrajkRolnikï,1
1629,Hitesh Kumar Mutreja,@Hitesh_42200,2024-03-08T11:45:56.000Z,This is the New India lead by PM of this country He is spreading hate to divide people which can be see here an officer assaulting Muslims while doing the prayers! GOI is spitting venom in people to distract them from New World Order dictatorship #FarmersProtest2024,4
1630,DALBIR SINGH RANDHAWA,@dalbir_randhaw,2024-03-08T05:59:48.000Z,Learn how today's top startups use data to to build successful products,122
1631,Viki_Kristina,@Viki_Kristina,2024-03-08T07:32:33.000Z,#UsmiechnietaPolskaTuska #FarmersProtest2024 #ZOMOTuska #zomo #milicja,
1632,Nippon.com,@nippon_en,2024-03-07T19:39:35.000Z,Bahut Khuub Bahut Khuub #FarmersProtest #FarmersProtest2024,2
1633,unknown_1633,@Harvind06739900,2024-03-08T13:26:46.000Z,Absolutely ï¿,
1634,Take Evil Down,@TakeEvilDown,2024-03-08T12:54:53.000Z,Bilkul Sahi Bhai Ji #FarmersProtest #FarmersProtest2024,
1635,The Masla,@the_masla,2024-03-07T13:48:32.000Z,"Live on #Bitcoin Buy Gift Cards, Payment Cards and Mobile Phone Top-Ups from 2500+ Brands Pay with #BTC #Lightning and 150+ other Cryptocurrencies Lightning Supported No Signup. Private & Secure. Instant Delivery",8.3K
1636,Shubhdeep Sidhu,@ShubhdeepS86319,2024-03-07T12:15:17.000Z,Farmers Protest: Punjab & Haryana HC Orders Judicial Probe into Youths Death https://bitly.ws/3feeP #FarmersProtest2024 #shubhkaransingh #Judicial #probe #Punjab #Haryana #,1
1637,Aayush Goel,@aayushgoel83,2024-03-07T10:01:31.000Z,Day 45 Nifty Rules broken - No #nifty #banknifty #midcpnifty #finnifty #sensex #optionbuying #OptionsTrading #selling #maxprofit #ATH #FarmersProtest2024 #SidhuMooseWala,
1638,La Virgule,@la___virgule,2024-03-07T12:43:40.000Z,200 #agriculteurs franais et espagnols bloquent ensemble la frontire entre la #France et l'#Espagne sur l'#A63 au page de #Biriatou #AgriculteursEnColre #Agri,
1639,QuillBot,@TheQuillBot,2024-03-08T12:30:00.000Z,"Do you want to communicate more clearly at work? Try QuillBot. It's an online writing platform that can instantly make your written communication concise and professional. Plus, you can optimize your tone to ensure you're connecting with your audience. Try QuillBot today.",4.3K
